,filename,entry number,composition,OH lengths,bulk_id,miller_index,nads,traj_id,bulk_symbols,slab_sid,ads_symbols,y_relaxed,natoms,nads2,adsorption_energy
8356,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,1023,HO67Sr6V42,[0.9688362231783922],mp-16974,"(0, 0, 1)",1,SrV6O11_mp-16974_XegoF5JkqA_GjBWzCBSAX,Sr2V12O22,34460,OH,-875.6028427,116,1,-1.8514457799999773
39610,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,1047,HLu12O25,[0.9768695886952299],mp-1206244,"(1, 2, -1)",1,LuO2_mp-1206244_AGzGsVUyAE_0iCAWzU98X,Lu2O4,27818,OH,-276.09338209,38,1,3.0510804700000165
68531,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,1072,HBa24Cs24O34,[0.973712862679134],mp-752539,"(1, 2, -1)",1,Cs2Ba2O3_mp-752539_aoSlGglYDQ_RX3SPydxzs,Cs4Ba4O6,74695,OH,-375.31607902,83,1,-1.445339730000029
23062,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,1108,HLi24O49Tl24,[0.9802625064438377],mp-8179,"(1, 1, 0)",1,LiTlO2_mp-8179_J35L0ilTJp_pOtOyUifaJ,Li4Tl4O8,29245,OH,-448.99197716,98,1,0.1703353300000287
35189,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,28,H2O40Sc40,"[0.9713902012716696, 0.9725653723013421]",mp-684697,"(1, 0, 0)",2,Sc20O19_mp-684697_amjgyWKf5v_oCC0gBGJFV,Sc40O38,22913,OH,-671.68787276,82,2,-2.677420365000017
12839,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,38,HO63W16Zn16,[0.9851617125797573],mp-18918,"(1, 2, 1)",1,ZnWO4_mp-18918_qQegd1OxEw_r2PGoAMafO,Zn2W2O8,13541,OH,-607.11692119,96,1,2.0280059300000346
5019,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,39,HBa18Co17O49,[10.59611254154666],mp-1295957,"(2, 1, 2)",1,BaCoO3_mp-1295957_DC3mGMnzcl_vUPq3OPN8h,Ba4Co4O12,25422,OH,-508.70118665,85,1,-0.984256610000017
14928,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,44,H4Lu12O52Sb20,"[0.9739967153283057, 0.9701716056715214, 0.9944840689159086, 0.9738664200485628]",mp-768483,"(1, 0, 0)",4,Lu3Sb5O12_mp-768483_JuLGjxkdum_yreXui62Qa,Lu12Sb20O48,19170,OH,-584.35081517,88,4,1.0978916724999976
23791,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,46,HNb14O51Tl6,[2.68819882589866],mp-1220680,"(0, 1, 0)",1,Nb2TlO7_mp-1220680_lYLJWZTG2M_Nuq6Ps75E0,Nb8Tl4O28,30948,OH,-529.00909545,72,1,-4.27312815999997
76835,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,50,HCs8O31Se8,[9.235742865098771],mp-1193050,"(0, 1, 0)",1,CsSeO4_mp-1193050_RUOJLte68f_GuBW2Wd82N,Cs4Se4O16,73988,OH,-233.82753375,48,1,1.3630296500000156
32291,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,53,HCo8O49Si16,[0.9878281278718367],mvc-11366,"(0, 1, 0)",1,Co-SiO3-2_mvc-11366_WuWMfHeTmD_YsQcLKPM5E,Co4Si8O24,37430,OH,-500.5466048,74,1,0.1188571499999682
44198,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,62,HAs12Co12O51,[0.990425121486157],CoAsO4-rutile,"(1, -1, 0)",1,509358681_CoAsO4_CoAsO4-rutile_6AsiN3cIrv_MizBzLGLlq,Co1As1O4,41710,OH,-442.19867788,76,1,1.1152178399999857
74153,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,95,HO55Pt48,[1.9313747985864753],mp-7947,"(3, 0, 1)",1,PtO_mp-7947_xFuAghUklG_XMdvhut0JV,Pt2O2,75367,OH,-584.69151856,104,1,-3.986885279999939
44786,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,98,H2Hf32O66,"[0.9764115382791764, 0.9729052946345981]",mp-352,"(1, 3, 1)",2,90423983501299385769012_HfO2_mp-352_38PInSegj5_FBbhUEWizy,Hf4O8,42936,OH,-973.94566601,100,2,0.9950564350000092
26346,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,102,H2Cd24Ge24O62,"[0.9741224351027383, 0.9755856311793104]",mp-8275,"(2, 0, -1)",2,CdGeO3_mp-8275_oKrtlH0jBP_GhRQH0xi6v,Cd6Ge6O18,79141,OH,-576.16223504,112,2,-0.7156185750000361
7801,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,104,HO37Pd38,[0.9808361081416282],mp-1336,"(2, 1, 2)",1,PdO_mp-1336_A0BcD1EiEp_vqLQOjqBAs,Pd2O2,4183,OH,-407.52690351,76,1,-0.0880353999999954
36572,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,120,H2Ir16Li32O50,"[0.9824858819657641, 0.980465356029486]",mp-1190434,"(0, 0, 1)",2,Li2IrO3_mp-1190434_O8LathBizk_GosmrUMYP3,Li32Ir16O48,11889,OH,-585.43087064,100,2,-1.1261995999999783
8183,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,141,HLi24Nb24O47,[0.9739404003949765],mp-3924,"(3, -1, 0)",1,LiNbO2_mp-3924_lzzyunr5mo_dbiiVvWr8n,Li2Nb2O4,5861,OH,-720.24556786,96,1,-2.1376118299999973
43925,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,236,HCa7O29Pt16,[8.592147383677439],mp-558172,"(1, 1, 1)",1,904239835_Ca-PtO2-2_mp-558172_94MEnPqulH_otvv7WME0M,Ca2Pt4O8,44840,OH,-309.85872568,53,1,0.584833639999971
13709,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,267,H3Fe16O67Te16,"[0.9806655254098375, 0.9801576931092751, 11.12050547412372]",FeTeO4-rutile,"(1, 0, 1)",3,FeTeO4_FeTeO4-rutile_ppElOTaknU_9035CY0zCO,Fe1Te1O4,4223,OH,-586.08982307,102,3,1.873163513333348
29673,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,290,H2Cd48O40,"[0.9766143416059228, 0.9782807465319509]",mp-1132,"(1, 1, 0)",2,CdO_mp-1132_zD73oSnc7U_oRYgP5UdgY,Cd4O4,14870,OH,-312.62588338,90,2,-1.0980691000000036
68591,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,303,HFe12O91Se40,[0.9822390583438982],mp-555589,"(1, 0, -1)",1,Fe2-Se2O5-3_mp-555589_oXbJMunr2B_KeqFRJTKrT,Fe8Se24O60,68746,OH,-779.48941574,144,1,1.1683699599999215
46005,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,305,HNa28O29Tl28,[1.0193886253532132],mp-1220867,"(3, 2, 0)",1,90423983534_NaTlO_mp-1220867_iqAaHaSQmV_kQHAtgdyVU,Na2Tl2O2,44917,OH,-316.83702869,86,1,1.9324081999999687
78632,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,315,HAg38Ba8O25,[0.9703925167436399],mp-27286,"(0, 0, 1)",1,Ba-Ag3O2-2_mp-27286_6pmGQjbf5E_xBF0Z3XIMz,Ba4Ag24O16,79138,OH,-288.14310864,72,1,-0.8586954899999739
31818,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,317,H3Al16O67Ti32,"[0.9712691515675742, 11.02659692538224, 0.975828244059647]",mp-1262424,"(1, 0, 0)",3,Ti2AlO4_mp-1262424_bJVyfa1hEQ_dW5kXaqdd1,Ti16Al8O32,16125,OH,-965.83199279,118,3,-1.3140287233333368
11946,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,338,HCo14Fe32O65,[7.783257936053644],mp-765860,"(0, 0, 1)",1,Fe2CoO4_mp-765860_sVwg6n3Xnv_DRjwwm9Lbe,Fe8Co4O16,29646,OH,-712.39584064,112,1,1.7273219100000858
6520,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,356,H8Cr14Li8O36,"[7.68267764474307, 1.9234377862550014, 0.9942838955644919, 0.9759571584149638, 7.647413845879119, 5.5466361013293435, 0.9946874094601198, 0.9900727168077585]",mp-774032,"(1, 0, 0)",8,LiCr2O4_mp-774032_dZEpKqWji0_7ZY123O0Xr,Li4Cr8O16,24449,OH,-423.72609494,66,8,0.8724861262500028
9799,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,364,H8Ce3O62Zr24,"[0.9746864435865711, 0.9733063407553058, 0.9753079489132529, 0.9879536468554768, 4.415786978209769, 11.262829963387208, 0.9715450900745967, 2.541378849734525]",mp-752503,"(0, 1, 1)",8,CeZr7O16_mp-752503_dbDp1stHix_ktpD3daV17,Ce1Zr7O16,29128,OH,-832.12418897,97,8,0.860323931250008
17590,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,369,HLi16Mo16O31,[0.9679423568555501],mp-19338,"(1, 1, 0)",1,LiMoO2_mp-19338_AYDaKLwxd7_tod1F0y3yb,Li3Mo3O6,19043,OH,-398.55058465,64,1,-0.9375670999999954
82617,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,370,HAl22O61Sc20,[0.9680115503477976],mp-4471,"(1, 2, 1)",1,1016015_ScAlO3_mp-4471_kRySwwPFQJ_iydNVEV5oY,Sc4Al4O12,82697,OH,-826.34594659,104,1,-3.3923914500000194
28083,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,371,HMn22O27,[0.9688153592076983],mp-18759,"(1, 0, 0)",1,Mn3O4_mp-18759_sUQQDhLGmv_mVkyJM5ZgF,Mn6O8,9345,OH,-369.20092168,50,1,-0.6400380100000405
37537,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,375,H2Cd20O62Ti24,"[0.9853720552141738, 0.9732231852915995]",mp-5052,"(0, 1, 0)",2,TiCdO3_mp-5052_1NMg79HCOm_3iUoS5nX9w,Ti4Cd4O12,10109,OH,-746.07848729,108,2,-1.407231825000025
30516,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,381,H3Cu12O47W12,"[0.9850276931547998, 0.9741109396523038, 13.319385623550268]",mp-1103309,"(1, 1, -1)",3,CuWO4_mp-1103309_E6sHTJe7Kk_DHXlIPlPsf,Cu2W2O8,7750,OH,-472.49271622,74,3,0.580331113333339
45790,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,386,H3Lu24O25Se11,"[0.9995669011108219, 2.9710928840357154, 0.9829068799190454]",mp-1206825,"(3, 1, 3)",3,51024953_Lu2SeO2_mp-1206825_GaPSyWNNWn_iFVauuGZM1,Lu2Se1O2,44894,OH,-450.13151842,63,3,-2.611704426666668
24978,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,399,HCo32O77,[12.782027161366656],mvc-14149,"(2, 1, 1)",1,CoO2_mvc-14149_0cKNYsvUXM_ouh0X4EYPn,Co8O16,5779,OH,-590.8204332,110,1,0.8995607299999335
28861,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,404,H2Cu14O42Ta14,"[0.9749745208468276, 0.9700426046821958]",mp-756050,"(1, 0, 0)",2,TaCuO3_mp-756050_pIsEVg8uFb_OTrfm7nuZk,Ta8Cu8O24,11510,OH,-569.0113354,72,2,-1.6645369350000294
2608,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,423,HO21Zn24,[0.9753184860968683],mp-2133,"(3, -1, 0)",1,ZnO_mp-2133_Cu1hqMwOcD_RbndacqngV,Zn2O2,36185,OH,-187.37521838,46,1,0.4164352999999892
41431,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,430,HAg32O19Pd12,[0.9806713173401822],mp-5495,"(1, 0, 1)",1,235508583253254_Ag2PdO2_mp-5495_4Px1uJjUvx_AySJFz0hlU,Ag4Pd2O4,40930,OH,-242.90502422,64,1,-1.4418866800000103
15809,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,455,HMn8O47Se16,[1.0255580022806994],mp-28669,"(1, 1, -1)",1,Mn-SeO3-2_mp-28669_dPIKraEq75_OA4tTx1eyr,Mn2Se4O12,14934,OH,-415.00386006,72,1,0.8573172399999578
3510,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,483,H4O66Rh16Ru16,"[1.0102083335672944, 1.0242946094055907, 0.9859276338193765, 1.076175771648103]",RuRhO4-rutile,"(1, 1, 2)",4,RuRhO4_RuRhO4-rutile_oZl2369XvX_h5IkoPE0a5,Ru1Rh1O4,6795,OH,-678.48257379,102,4,0.3978302275000089
29639,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,485,H3O70Sc23Zr17,"[0.9848919860535982, 0.9660050849032631, 1.0262241112529542]",mp-674363,"(1, -1, 1)",3,Zr3Sc4O12_mp-674363_FOepaB9nuV_Krywr9sxGg,Zr6Sc8O24,80695,OH,-1007.71495572,113,3,-1.9039056533333585
72038,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,498,H2Li8O122Ti60,"[0.9707101456264272, 0.9721385623285931]",mp-760093,"(0, 1, 0)",2,LiTi8O16_mp-760093_QjhhwvlCh7_467UmNaqMM,Li4Ti32O64,77730,OH,-1643.09297327,192,2,-1.1805938549998984
10038,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,509,HMo24O73Sr24,[0.968790479503303],mp-18747,"(1, 1, 1)",1,SrMoO3_mp-18747_llPK13rQfV_frTK85OAGg,Sr1Mo1O3,79251,OH,-836.07110436,122,1,-1.8534545000000264
24736,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,538,HCu16K16O31,[7.428512821505238],mp-3982,"(1, 1, 1)",1,KCuO2_mp-3982_ezGsu9tnDd_CWcVDiDJhy,K4Cu4O8,23754,OH,-292.06756823,64,1,0.3202847899999881
34526,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,566,HBa8Hf12O33,[0.9643858582426605],mp-998552,"(1, 0, 0)",1,BaHfO3_mp-998552_QDXrsQ9nvG_i3d29inhKC,Ba1Hf1O3,1429,OH,-470.2307405,54,1,0.7874722199999553
13887,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,573,HLu16O47W8,[0.9703211941657981],mp-555747,"(0, 1, 0)",1,Lu2WO6_mp-555747_UNl2jCOeZX_DTIwJFlk8f,Lu8W4O24,20905,OH,-566.08129022,72,1,-1.7749084700000424
9651,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,582,HO49Rh16Sn16,[8.978707264117842],SnRhO4-rutile,"(1, 0, 1)",1,SnRhO4_SnRhO4-rutile_Z7diBLI41g_GSMbwttXW0,Sn1Rh1O4,28884,OH,-495.8842132,82,1,1.0508646400000146
10633,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,611,H4O68Ta24,"[0.987105918054261, 12.416553570995259, 0.9743100210919713, 1.8157953470935912]",mp-10390,"(1, 1, -1)",4,Ta2O5_mp-10390_7WIs5a8ruJ_DDkhJdspp8,Ta8O20,31051,OH,-860.254929,96,4,0.5834796225000218
31958,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,629,HAg18Bi18O47,[0.97541085796963],mp-775774,"(0, 2, 3)",1,AgBiO3_mp-775774_f8FZhmbTKO_JfPcOO7ts1,Ag4Bi4O12,79476,OH,-399.91270728,84,1,-0.3692175600000098
17358,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,653,HHg12O11,[0.9828139272003664],mp-1077107,"(1, 0, 0)",1,HgO_mp-1077107_XUqSbgy8Kk_6uBAjXHtZq,Hg3O3,26062,OH,-65.82997882,24,1,1.5196462400000073
73951,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,684,HAl18Lu54O101,[8.839355155734808],mp-756742,"(1, 0, 0)",1,Lu3AlO6_mp-756742_OwBdWjfW6z_WeemhCHaLs,Lu18Al6O36,72684,OH,-1385.05678814,174,1,-2.789699590000083
7864,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,685,H3Bi16Ni16O51,"[0.9859719375439735, 0.991702547566341, 2.8110047042714172]",mp-998363,"(0, 1, 1)",3,NiBiO3_mp-998363_Ecy76H5TvM_vQ6ZCI4Zwa,Ni2Bi2O6,17428,OH,-437.34501769,86,3,0.1355225699999872
6785,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,686,HCu22O59Sr22,[0.9752502854743619],mp-21129,"(1, 1, 0)",1,Sr2Cu2O5_mp-21129_3DVuLJhhVj_pWiBGqNoJ7,Sr4Cu4O10,17485,OH,-558.7816334,104,1,0.8620528999999522
15858,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,700,HCu18O31Pd18,[1.001886654804075],mp-996971,"(1, 2, 1)",1,CuPdO2_mp-996971_VHUJMOX5DF_nVEtKQKmKV,Cu1Pd1O2,2011,OH,-338.37115184,68,1,0.3462281500000301
8210,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,712,HLu16O65W16,[0.9767151338023389],mp-754111,"(1, 0, -1)",1,LuWO4_mp-754111_nrGFwSvq4L_XA6mFis9kq,Lu2W2O8,31007,OH,-765.12861759,98,1,2.884463390000036
19628,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,753,HCr16O37Sc16,[0.9686373648511866],mp-18961,"(0, 1, 0)",1,ScCrO3_mp-18961_bVH546gra9_tdERofS9V0,Sc4Cr4O12,4535,OH,-557.71953753,70,1,-2.4619646899999736
78051,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,773,HLi16O65Ti30,[10.696600362021783],mp-5670,"(1, 1, 0)",1,LiTi2O4_mp-5670_OBlTvfOA6Z_nv3vfXNlKh,Li8Ti16O32,73316,OH,-901.39671119,112,1,3.49288919
34104,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,788,H3O15Re16Zr36,"[0.9741741594887903, 0.965030765549476, 0.9659216742502377]",mp-1207437,"(1, 0, 1)",3,Zr9Re4O3_mp-1207437_YF7tkzThKi_EHjevNxRQx,Zr18Re8O6,31845,OH,-651.13707269,70,3,-1.851265129999992
37368,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,826,HBa12O17Zn12,[0.9764205993238063],mp-4236,"(1, 0, 0)",1,BaZnO2_mp-4236_izoFjA6bOQ_xzigkhEgf1,Ba3Zn3O6,605,OH,-188.79445147,42,1,-0.5262183500000219
8784,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,837,HO65Pd16Se32,[0.9816261486259654],mp-4649,"(1, 1, 2)",1,PdSe2O5_mp-4649_k5wRTOxfx5_GQNXyn1WBs,Pd4Se8O20,23261,OH,-582.21924839,114,1,1.527328390000065
30042,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,856,HO47Pd12Tl12,[1.0832768258262482],TlPdO4-rutile,"(2, -1, 1)",1,TlPdO4_TlPdO4-rutile_wbE0YZrtIv_Hl9W8gxkni,Tl1Pd1O4,29789,OH,-338.58433711,72,1,3.8715213700000106
35770,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,920,HBa8Na16O13,[0.9747144554273076],mp-755391,"(0, 1, 0)",1,BaNa2O2_mp-755391_EVU0lDyIag_67b0FH7jFy,Ba4Na8O8,23011,OH,-156.55168302,38,1,-1.4828338800000154
29412,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,928,H2Cu20O32Sr12,"[0.9721529037119812, 7.4246123123895655]",mp-5938,"(2, 0, 1)",2,SrCu2O3_mp-5938_cOvCOrriJn_d7sIsRr6Y2,Sr2Cu4O6,18956,OH,-345.74841585,66,2,0.0825301200000012
17316,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,941,HMg12O49W12,[0.9725800587389757],mp-609151,"(1, 2, -1)",1,MgWO4_mp-609151_XOl8RucUHB_bJjQO8Z6Xh,Mg2W2O8,12815,OH,-505.22569321,74,1,-1.078819769999967
32170,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,954,H2O66Tl32W6,"[0.9736741185877601, 0.9938126494349032]",mp-754164,"(1, 0, 0)",2,Tl6WO12_mp-754164_GZWiWb3Okd_VI6gIBKD6M,Tl18W3O36,79695,OH,-543.9438359,106,2,1.2434630650000429
42652,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,989,HIr18Mg16O31,[0.9729714566137714],mp-1185776,"(1, 1, 1)",1,90423983534_Mg2Ir2O5_mp-1185776_anQXSC4NLm_plB0hwUB26,Mg2Ir2O5,42307,OH,-395.72351272,66,1,-11.829903889999995
5054,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,1006,H2Cu16O34Sc8,"[0.9807353998051299, 0.9740365447739605]",mp-755805,"(1, 0, 0)",2,Sc-CuO2-2_mp-755805_JnXeQyoBvb_geiVQBVRLk,Sc4Cu8O16,33891,OH,-368.43727253,60,2,1.008819090000003
40862,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,1038,HBa24O45Zr12,[0.9687251633833784],mp-8335,"(2, 1, 0)",1,123212059559_Ba2ZrO4_mp-8335_lo8N89TEjY_VDbKW0qu8U,Ba4Zr2O8,41156,OH,-601.79148143,82,1,-2.699757730000016
35438,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,1043,HCr16O57Tl16,[0.9898632806613453],mp-706518,"(1, 0, 1)",1,TlCrO4_mp-706518_8mLakgNW8Q_CE7BjfAJzT,Tl8Cr8O32,80860,OH,-532.70697734,90,1,1.4563853900000083
24006,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,1082,HO49Sc18Y18,[0.9661079011145173],mp-768479,"(3, -1, 0)",1,YScO3_mp-768479_KrAO2k9wCR_g8k7bjNpex,Y2Sc2O6,79663,OH,-748.38218556,86,1,-2.346920640000036
29164,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,11,HBa4Cu16O25,[0.9720527365883419],mvc-1130,"(1, 0, 0)",1,BaCu4O7_mvc-1130_WqGOfbjjEx_Ojkvs1Ayls,Ba2Cu8O14,33626,OH,-226.16385495,46,1,3.638796869999993
20099,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,12,HO47Pt12Sb12,[0.9822972553420674],SbPtO4-rutile,"(2, 1, 3)",1,SbPtO4_SbPtO4-rutile_0BgpaTdMIb_oldch1b0nu,Sb1Pt1O4,79452,OH,-412.35442254,72,1,0.6103440400000011
68560,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,20,HFe30Ni14O57,[0.9687415426192619],mp-35596,"(1, 1, 0)",1,Fe2NiO4_mp-35596_xFH0s806HU_u4Obn2ISmw,Fe8Ni4O16,70973,OH,-613.6508243,102,1,0.0337555900000268
4264,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,21,H2Co32Na16O44,"[0.9730693037095618, 0.9742424449695615]",mp-1295695,"(1, 1, -1)",2,NaCo2O3_mp-1295695_35fT2rM9PN_hkVMEIHmI9,Na2Co4O6,23761,OH,-501.26837142,94,2,-0.3284528199999954
31989,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,24,HO47Sr24W8,[0.9724673944994711],mp-755326,"(1, 1, -1)",1,Sr3WO6_mp-755326_SlFwjsnGfI_iJuh3x3FuR,Sr6W2O12,37804,OH,-537.39417155,80,1,-1.2779934000000424
27572,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,27,H3K8O61Ti32,"[0.9683614709830941, 0.9707182756145714, 0.9780607731154003]",mp-1211178,"(2, 0, 1)",3,KTi4O8_mp-1211178_uMXKf2MdIH_zRu66i6QgK,K2Ti8O16,9177,OH,-842.00485046,104,3,-1.9344582999999889
27438,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,76,HLi24O49Tl24,[0.9771689987121552],mp-8179,"(3, 1, 0)",1,LiTlO2_mp-8179_6TatOh65bq_j1ck5CYHqC,Li4Tl4O8,35820,OH,-449.13015386,98,1,1.9007372999999743
10406,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,77,H4As16O68Pt20,"[0.9871033861785444, 0.9789715115922569, 0.9808866402664508, 1.006948436920668]",AsPtO4-rutile,"(1, 1, 1)",4,AsPtO4_AsPtO4-rutile_e7KkqcUG7a_dSsU9KMJZY,As1Pt1O4,9484,OH,-606.86485319,108,4,-2.071191417499989
74128,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,94,H2O74Sb15Sn18,"[0.9766332931813868, 1.001611581572532]",mp-1218921,"(3, 1, 0)",2,SnSbO4_mp-1218921_gvqP6Q2KIc_q7PVn1lrxm,Sn2Sb2O8,74199,OH,-644.08062085,109,2,0.9591941300000428
34440,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,118,H2Fe14O30Zn6,"[1.0139657341630615, 0.9727232514855051]",mvc-11645,"(1, 0, -1)",2,Zn-FeO2-2_mvc-11645_xWxUdstD0D_kY3v3b9wVM,Zn4Fe8O16,11157,OH,-302.81545912,52,2,1.1642199099999857
29869,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,199,HCr16Hg8O33,[0.9715468084066798],mp-21074,"(1, 1, 0)",1,Cr2HgO4_mp-21074_EF36p6CZPP_2hnShOUyJF,Cr16Hg8O32,19290,OH,-361.73764348,58,1,-0.7157848999999885
6114,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,213,H2Fe16O38Tl16,"[0.9699858847732885, 8.840977184336044]",mp-505819,"(0, 1, 0)",2,TlFeO3_mp-505819_z7n5BVlCwE_JrdCq4jO3A,Tl4Fe4O12,13879,OH,-384.42264138,72,2,1.0880720749999853
41528,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,225,HAs22O81Pd24,[0.9859127110548501],AsPdO4-rutile,"(2, 0, 3)",1,90423983534_AsPdO4_AsPdO4-rutile_O8KVzuI9JW_2La0BlW3Pi,As1Pd1O4,42403,OH,-707.20620452,128,1,-0.2475109099999883
