,system_id,bulk_id,miller_index,nads,bulk_symbols,slab_sid,ads_symbols,adsorption_energy
18494,21979,MoAuO4-rutile,"(1, 0, 1)",1,Mo1Au1O4,5725,HO2,5.871696790000098
18496,44124,MoAuO4-rutile,"(0, 0, 1)",1,Mo1Au1O4,41000,H2O,-13.818533470000029
18497,7153,MoAuO4-rutile,"(1, 0, 1)",1,Mo1Au1O4,79893,H2O,2.994597460000028
18499,45816,MoAuO4-rutile,"(2, 1, 2)",2,Mo1Au1O4,41215,O,1.1323108600000016
18500,23871,MoAuO4-rutile,"(1, 0, 1)",1,Mo1Au1O4,5725,O,5.41690649
18501,41404,MoAuO4-rutile,"(2, 1, 2)",1,Mo1Au1O4,41215,HO2,1.819064649999999
18502,31959,MoAuO4-rutile,"(1, 0, 1)",2,Mo1Au1O4,79893,O,5.120457370000023
18503,12989,MoIrO4-rutile,"(2, 1, 1)",4,Mo1Ir1O4,27173,O,1.566155129999996
18504,6069,MoIrO4-rutile,"(1, 0, 1)",1,Mo1Ir1O4,37357,OH,-0.015894050000061888
18505,81820,MoIrO4-rutile,"(2, 1, 2)",4,Mo1Ir1O4,82975,OH,0.5643935474999984
18507,45764,MoIrO4-rutile,"(3, 0, 1)",2,Mo1Ir1O4,44919,O,1.8638505049999852
18508,32141,MoIrO4-rutile,"(1, 0, 1)",1,Mo1Ir1O4,37357,H2O,-1.8091167100000067
18509,82316,MoIrO4-rutile,"(3, 0, 2)",1,Mo1Ir1O4,81409,H2O,-1.113271909999975
18511,13049,MoIrO4-rutile,"(2, 1, 1)",1,Mo1Ir1O4,27173,H2O,-1.8002211899999967
18512,21100,MoIrO4-rutile,"(2, 1, 1)",12,Mo1Ir1O4,27173,O,2.1428067375000026
18514,20869,MoIrO4-rutile,"(2, 1, 1)",2,Mo1Ir1O4,1364,O,0.03913113999996411
18515,41876,MoIrO4-rutile,"(1, 0, 2)",1,Mo1Ir1O4,42969,HO2,4.6811345700000375
18516,45717,MoIrO4-rutile,"(3, 0, 1)",1,Mo1Ir1O4,44919,H2O,0.733233789999991
18524,33594,MoRuO4-rutile,"(1, 1, 2)",1,Mo1Ru1O4,8641,H2O,0.1048379999999777
18525,45361,MoRuO4-rutile,"(1, 1, 1)",1,Mo1Ru1O4,42136,OH,0.2014281300000483
18526,36981,MoRuO4-rutile,"(1, 0, 1)",1,Mo1Ru1O4,19987,HO2,2.169793620000062
18532,40888,MoWO4-rutile,"(1, 1, 1)",1,Mo1W1O4,41521,HO2,1.4996913600000399
18533,38918,MoWO4-rutile,"(3, 0, 1)",1,Mo1W1O4,31652,H2O,-0.3780933399999586
18535,18604,MoWO4-rutile,"(2, 1, 3)",2,Mo1W1O4,11368,O,1.8293130349999531
18539,42934,MoWO4-rutile,"(3, 2, 3)",1,Mo1W1O4,43007,H2O,-1.0184906200000745
18540,33368,MoWO4-rutile,"(2, 1, 3)",1,Mo1W1O4,11368,H2O,-1.1813689900000046
18541,35817,MoWO4-rutile,"(2, 1, 3)",2,Mo1W1O4,11368,O,1.461979534999981
18542,44987,MoWO4-rutile,"(3, 2, 3)",2,Mo1W1O4,43007,OH,-1.3494189150000204
18543,13800,MoWO4-rutile,"(3, 0, 1)",1,Mo1W1O4,31652,HO2,-2.327539469999922
18544,41229,mvc-662,"(2, 1, 0)",1,Mo1W2O8,45528,O,2.1101252199999556
18547,42875,mvc-662,"(2, 1, 0)",2,Mo1W2O8,45528,O,-0.584816275000011
18548,43445,mvc-662,"(0, 1, 2)",2,Mo1W2O8,42265,O,-1.2445570750000197
18549,39849,mvc-5828,"(0, 1, 0)",1,Mo2Ir2O12,1040,H2O,-1.1423883300000115
18550,28229,mvc-5828,"(0, 1, 0)",1,Mo2Ir2O12,1040,HO2,4.672790469999993
18552,23734,mvc-5828,"(2, 1, -2)",2,Mo2Ir2O12,18628,O,2.491259240000003
18554,26209,mvc-5828,"(0, 1, 0)",1,Mo2Ir2O12,19086,H2O,-0.5951359599999879
18555,12658,mvc-5828,"(2, 1, -2)",1,Mo2Ir2O12,18628,HO2,5.081772190000036
18556,28299,mvc-5828,"(0, 1, 0)",1,Mo2Ir2O12,1040,H2O,-0.3312249000000467
18557,36084,mvc-5828,"(2, 1, -2)",4,Mo2Ir2O12,18628,O,2.6729482450000126
18558,33670,mvc-5828,"(0, 1, 0)",1,Mo2Ir2O12,19086,O,1.3124844500000257
18562,533,mvc-5033,"(0, 1, 1)",1,Mo2W2O12,9355,H2O,-0.762064230000016
18563,28604,mvc-5033,"(0, 1, 1)",1,Mo2W2O12,9355,O,-1.310574249999976
18564,1426,mvc-5033,"(0, 1, 0)",1,Mo2W2O12,36977,OH,0.34885131999997493
18566,15010,mvc-5033,"(0, 1, 0)",2,Mo2W2O12,24115,O,2.2123184149999964
18567,19841,mvc-5693,"(2, 1, 0)",2,Mo2W2O12,37310,O,-1.2915525549999838
18568,34400,mvc-5033,"(0, 1, 0)",1,Mo2W2O12,36977,O2,5.073826699999977
18570,18554,mvc-5033,"(0, 1, 1)",2,Mo2W2O12,9355,O,0.23854379999999978
18575,35440,mp-715550,"(1, 0, 1)",1,Mo4O8,6855,HO2,2.341906950000007
18576,30139,mp-715550,"(1, 0, 1)",4,Mo4O8,6855,O,1.8366267075
18577,20885,mp-715550,"(1, 1, 0)",1,Mo4O8,40411,H2O,-1.5185311699999549
18578,4339,mp-715550,"(1, 1, 0)",2,Mo4O8,40411,O,-0.2938949649999667
18580,24166,mp-715550,"(1, 1, 0)",1,Mo4O8,40411,HO2,3.0588267900000092
18583,2654,mp-715550,"(1, 0, -1)",2,Mo4O8,18955,O,2.0046951299999853
18584,43220,mp-715550,"(1, 2, 0)",1,Mo4O8,43396,O2,3.59211998
18585,12910,mp-715550,"(2, 1, 0)",1,Mo4O8,28863,H2O,-1.3457892000000076
18589,42310,mp-715550,"(0, 1, 0)",1,Mo4O8,41357,H2O,0.0307722299999735
18590,746,mp-715550,"(1, 0, 1)",1,Mo4O8,6855,OH,0.058598859999998504
18592,11818,mp-715550,"(1, 0, 1)",1,Mo4O8,9468,H2O,-0.9207966899999692
18596,30280,mp-18856,"(1, 1, -1)",1,Mo8O24,38908,H2O,-1.8833624499999877
18597,12018,mp-18856,"(1, 0, 0)",6,Mo8O24,17329,O,2.2100872166666625
18598,4298,mp-18856,"(1, 0, 0)",1,Mo8O24,17329,HO2,2.336176719999967
18599,4221,mp-18856,"(2, 1, 0)",1,Mo8O24,8609,O,-0.8974677900000383
18602,27392,mp-18856,"(2, 1, 0)",1,Mo8O24,8609,OH,1.3796832199999278
18603,2665,mp-764460,"(0, 1, 1)",1,Na10Fe22O32,79038,HO2,2.9839245199999573
18607,39703,mp-8253,"(2, 2, -1)",1,Na10Re2O12,4027,HO2,-0.9262462300000063
18609,5408,mp-8253,"(0, 1, 0)",1,Na10Re2O12,21455,O2,0.8926880699999558
18610,4230,mp-1101682,"(0, 1, 1)",1,Na10Sb2O10,26855,HO2,2.565842889999997
18612,30130,mp-1101682,"(0, 1, 1)",1,Na10Sb2O10,26855,OH,-0.7507779500000049
18614,18828,mp-3527,"(1, 2, 0)",1,Na12Ag4O8,38236,H2O,-0.8203301699999717
18615,14556,mp-3527,"(1, 2, 0)",1,Na12Ag4O8,38236,HO2,1.1738330300000233
18617,20289,mp-28365,"(1, 0, 1)",2,Na12Au4O8,1959,O,0.2879219800000048
18619,22002,mp-28365,"(1, 0, 1)",2,Na12Au4O8,32670,O,1.0024055449999996
18620,30540,mp-28365,"(1, 0, 1)",1,Na12Au4O8,32670,OH,-1.194738019999979
18621,147,mp-28365,"(1, 0, 1)",1,Na12Au4O8,1959,H2O,-2.6495279799999825
18625,22783,mp-28365,"(1, 1, 0)",1,Na12Au4O8,16241,O,2.900240920000013
18626,20623,mp-28365,"(1, 0, 1)",2,Na12Au4O8,35047,O,0.7943929200000188
18627,22891,mp-28365,"(1, 1, 0)",1,Na12Au4O8,16241,H2O,-1.7642551900000232
18628,29933,mp-755546,"(1, 0, 0)",2,Na12Be2O8,13584,O,1.1532700250000094
18630,37096,mp-755546,"(1, 0, 0)",1,Na12Be2O8,9107,O,-2.556903839999992
18632,14679,mp-755546,"(1, 0, 0)",1,Na12Be2O8,9107,H2O,-2.6529181100000248
18633,24014,mp-755546,"(1, 0, 0)",1,Na12Be2O8,30760,H2O,-1.573618019999964
18635,32474,mp-755546,"(1, 0, 0)",2,Na12Be2O8,17893,O,-2.3919217149999974
18637,18197,mp-755546,"(1, 0, 0)",2,Na12Be2O8,9107,O,-1.735382280000013
18638,19482,mp-755546,"(1, 0, 0)",1,Na12Be2O8,13584,O2,1.6083572100000012
18639,8725,mp-755546,"(1, 0, 0)",1,Na12Be2O8,13584,HO2,1.6060943499999756
18640,2789,mp-755546,"(1, 0, 0)",1,Na12Be2O8,30760,OH,-0.9869316100000185
18642,3057,mp-755546,"(1, 0, 0)",2,Na12Be2O8,40643,O,0.6825569000000062
18644,26617,mp-755546,"(1, 0, 0)",1,Na12Be2O8,13584,H2O,-1.6007412499999931
18646,32674,mp-755546,"(1, 0, 0)",1,Na12Be2O8,40643,H2O,-0.621275280000015
18649,1810,mp-755084,"(1, 0, 0)",1,Na12Mg2O8,22305,HO2,-2.63544596999998
18651,1690,mp-755084,"(0, 0, 1)",1,Na12Mg2O8,18259,HO2,-3.530711870000007
18652,8840,mp-753816,"(1, 0, 2)",2,Na12Mg2O8,16710,O,0.31626440999999983
18653,1554,mp-755084,"(1, 0, 0)",2,Na12Mg2O8,24373,O,0.8812807849999987
18659,2014,mp-755084,"(1, 0, 0)",1,Na12Mg2O8,22305,H2O,-0.714583950000014
18660,7726,mp-753816,"(1, 0, 2)",1,Na12Mg2O8,16710,H2O,-0.9695982300000257
18663,18345,mp-29454,"(0, 1, 1)",2,Na12Tl4O8,28566,OH,1.253707084999983
18664,28522,mp-29454,"(0, 1, 1)",1,Na12Tl4O8,28566,H2O,-0.4906744899999982
18665,27809,mp-29454,"(0, 0, 1)",2,Na12Tl4O8,11037,O,0.824808980000012
18666,38277,mp-29454,"(0, 0, 1)",1,Na12Tl4O8,11037,H2O,-0.4933760499999895
18667,14987,mp-29454,"(0, 0, 1)",1,Na12Tl4O8,11037,HO2,1.8311761300000147
18669,1972,mp-7664,"(1, 0, 0)",2,Na12Zn2O8,21212,O,0.656585759999982
18670,28103,mp-7664,"(1, 0, 0)",1,Na12Zn2O8,3061,OH,-1.1419630900000095
18671,32989,mp-7664,"(1, 0, 0)",1,Na12Zn2O8,21962,O,-0.8117291499999932
18672,12358,mp-7664,"(1, 0, 0)",1,Na12Zn2O8,21962,OH,-1.245268309999991
18674,4945,mp-7664,"(1, 0, 0)",2,Na12Zn2O8,3061,O,0.874033045000002
18676,39381,mp-7664,"(1, 0, 0)",1,Na12Zn2O8,21962,HO2,-3.27373167000002
18677,33950,mp-7664,"(1, 0, 0)",1,Na12Zn2O8,21212,OH,-1.1503708600000289
18678,5227,mp-7664,"(1, 0, 0)",2,Na12Zn2O8,3061,O,-1.1207389500000058
18679,11652,mp-7664,"(1, 0, 0)",1,Na12Zn2O8,21212,H2O,-0.3819225399999997
18681,28269,mp-27559,"(0, 0, 1)",2,Na14Cd2O9,80772,O,-0.8272137750000208
18682,20911,mp-27559,"(1, 0, 0)",1,Na14Cd2O9,2910,O,1.7667752600000004
18684,4906,mp-27559,"(0, 0, 1)",3,Na14Cd2O9,39438,OH,0.3498420200000013
18686,9233,mp-27559,"(0, 0, 1)",1,Na14Cd2O9,80772,H2O,-0.4899636900000192
18687,34462,mp-27559,"(0, 0, 1)",3,Na14Cd2O9,39438,O,1.1976962700000016
18688,4758,mp-27559,"(0, 0, 1)",2,Na14Cd2O9,39438,O,0.48969708499998643
18689,32598,mp-27559,"(1, 0, 0)",1,Na14Cd2O9,2910,O2,4.413280469999954
18690,25189,mp-27559,"(0, 0, 1)",2,Na14Cd2O9,39438,O,0.25066524999999484
18691,7216,mp-761686,"(1, 0, -1)",1,Na16Bi8O24,31570,H2O,-0.376574370000009
18692,17754,mp-761686,"(1, 0, -1)",1,Na16Bi8O24,31570,HO2,3.2737089199999883
18694,26771,mp-557154,"(1, 0, 0)",1,Na16Ga16O32,22949,H2O,-2.523737360000036
18695,35824,mp-780053,"(0, 1, 0)",1,Na16Ge16O40,38697,O2,5.015652079999988
18697,31113,mp-754369,"(0, 1, 0)",2,Na16Mg4O12,81023,O,1.8818680699999932
18698,31858,mp-754369,"(0, 1, 0)",1,Na16Mg4O12,35124,H2O,-1.864934040000032
18699,40062,mp-754369,"(0, 1, 0)",1,Na16Mg4O12,35124,OH,0.08436258999999272
18701,28414,mp-754369,"(0, 1, 0)",2,Na16Mg4O12,35124,O,1.8942837849999963
18702,34808,mp-754369,"(0, 1, 0)",1,Na16Mg4O12,38809,OH,-0.1303348599999674
18703,17162,mp-754369,"(0, 1, 0)",1,Na16Mg4O12,23760,O,2.2410982199999956
18705,14492,mp-754369,"(0, 1, 0)",1,Na16Mg4O12,23760,OH,-0.36335616999999387
18707,38591,mp-761931,"(1, 1, 0)",1,Na16Sn2O12,9538,O,0.4401329000000065
18708,34187,mp-761931,"(1, 1, 0)",3,Na16Sn2O12,39135,O,1.1757438566666636
18709,446,mp-28261,"(2, 0, -1)",1,Na16Sn4O12,51,O,2.7756576299999813
18711,7337,mp-28261,"(0, 1, 0)",2,Na16Sn4O12,8334,O,0.7962893100000035
18714,43261,mp-976923,"(2, 2, 1)",1,Na1Re1O3,80896,O,-1.5873668200000306
18716,43529,mp-976923,"(2, 2, 1)",2,Na1Re1O3,80896,O,1.3925241349999995
18717,44273,mp-976923,"(2, 2, 1)",2,Na1Re1O3,80896,O,-1.3098851700000036
18719,14680,mp-780759,"(1, 0, 1)",1,Na1V13O18,80500,H2O,-0.3933595299999926
18721,13983,mp-780759,"(0, 1, -2)",2,Na1V13O18,32079,O,0.5154319500000188
18722,31424,mp-780759,"(1, 0, 0)",2,Na1V13O18,23889,O,0.4714977750000149
18723,1870,mp-780759,"(0, 1, -2)",1,Na1V13O18,32079,HO2,-4.0446262399999595
18724,9425,mp-780759,"(0, 1, -2)",2,Na1V13O18,32038,O,-1.7084751500000006
18726,14717,mp-780759,"(1, 0, 1)",1,Na1V13O18,80500,OH,-2.0118983400000356
18727,31081,mp-780759,"(0, 1, -2)",1,Na1V13O18,32038,OH,-1.8950200599999982
18729,37124,mp-1210249,"(1, 0, -1)",1,Na20Ce4O24,35463,O,2.4643122399999964
18730,73578,mp-760311,"(1, 1, 0)",1,Na21Sb3O18,74755,H2O,-1.269835919999986
18734,8902,mp-8076,"(1, 0, 0)",2,Na24Sb8O24,37250,O,-1.2522301349999931
18735,27679,mp-8076,"(1, 0, 0)",2,Na24Sb8O24,37250,O,0.9515716550000067
18736,38588,mp-8076,"(1, 0, 0)",1,Na24Sb8O24,23607,HO2,-0.38799928000003336
18739,11551,mp-8076,"(1, 0, 0)",1,Na24Sb8O24,37250,H2O,-0.66425993999996
18741,8936,mp-8076,"(1, 0, 0)",1,Na24Sb8O24,37250,HO2,-1.5116387999999599
18742,39660,mp-8076,"(1, 0, 0)",1,Na24Sb8O24,23607,OH,-0.691121459999996
18743,18463,mp-756721,"(0, 0, 1)",1,Na2Bi10O16,1953,H2O,0.0053174800000359
18744,24336,mp-1295695,"(1, 2, -2)",1,Na2Co4O6,18700,OH,0.8468328300000201
18745,39915,mp-1295695,"(1, 1, -1)",1,Na2Co4O6,36116,O,1.370686409999988
18746,22887,mp-1295695,"(1, 1, -1)",1,Na2Co4O6,6610,HO2,2.4883746899999983
18749,18947,mp-1295695,"(1, 2, -2)",1,Na2Co4O6,80073,H2O,-0.3426188800000265
18750,14298,mp-1295695,"(1, 1, -1)",1,Na2Co4O6,81255,OH,0.013057829999960413
18751,9904,mp-1295695,"(1, 1, -1)",2,Na2Co4O6,23761,O,1.865766984999991
18752,36029,mp-1295695,"(1, 2, -2)",1,Na2Co4O6,945,OH,-0.8194883099999597
18753,21510,mp-1295695,"(1, 2, -2)",1,Na2Co4O6,80073,O,-0.41425178000000307
18754,11512,mp-1295695,"(1, 1, -1)",1,Na2Co4O6,80910,O,2.1743216600000013
18755,4264,mp-1295695,"(1, 1, -1)",2,Na2Co4O6,23761,OH,-0.06845281999999542
18756,6239,mp-1295695,"(1, 1, -1)",1,Na2Co4O6,1282,H2O,-0.6636240199999808
18758,18510,mp-752749,"(0, 1, 0)",1,Na2Co6O8,619,HO2,3.6861541700000067
18760,35899,mp-752749,"(0, 1, 0)",1,Na2Co6O8,619,OH,-0.0339894000000151
18761,3115,mp-752749,"(1, 2, 1)",2,Na2Co6O8,27066,OH,-0.2831212549999884
18764,25013,mp-752749,"(0, 1, 0)",6,Na2Co6O8,619,O,1.8030768116666587
18765,9187,mp-752749,"(1, 2, 1)",2,Na2Co6O8,27066,O,1.6317015049999928
18766,14318,mp-752749,"(0, 1, 1)",1,Na2Co6O8,17897,H2O,-0.8156360700000338
18767,16028,mp-752749,"(0, 1, 0)",2,Na2Co6O8,1808,O,1.6633022299999969
18768,32026,mp-752749,"(0, 1, 0)",1,Na2Co6O8,26804,HO2,3.5838417099999424
18770,27409,mp-752749,"(1, 2, 1)",1,Na2Co6O8,27066,H2O,-2.120694469999984
18771,10600,mp-752749,"(0, 1, 1)",1,Na2Co6O8,19930,HO2,3.988181269999982
18772,7065,mp-752749,"(0, 1, 0)",2,Na2Co6O8,26804,O,2.052432094999998
18774,18270,mp-752749,"(0, 1, 1)",2,Na2Co6O8,17897,O,-0.5478955950000024
18775,33092,mp-752749,"(1, 0, 2)",1,Na2Co6O8,25835,OH,-1.1499730800000143
18778,20932,mp-752749,"(0, 1, 1)",1,Na2Co6O8,17897,HO2,1.013837739999983
18779,23019,mp-752749,"(1, 2, 1)",2,Na2Co6O8,27066,O,1.8196618550000183
18781,1964,mp-1200040,"(1, 0, 0)",1,Na2Ga22O36,31313,OH,-0.5264200400000243
18782,25721,mp-1200040,"(1, 0, 0)",1,Na2Ga22O36,31313,HO2,2.973245379999978
18784,15960,mp-1200040,"(1, 0, 0)",1,Na2Ga22O36,79324,O,-1.738417849999993
18788,8472,mp-1200040,"(1, 0, 0)",2,Na2Ga22O36,31313,O,1.2059643749999769
18789,2329,mp-1200040,"(1, 0, 0)",1,Na2Ga22O36,79324,H2O,-0.6915749400000042
18790,82762,mp-865500,"(1, 0, 1)",1,Na2Hf2O5,82062,H2O,-1.2607236200000165
18792,81488,mp-865500,"(1, 0, 1)",1,Na2Hf2O5,81751,OH,0.3780002299999785
18793,82799,mp-865500,"(1, 0, 1)",1,Na2Hf2O5,81751,O,1.3885806699999794
18796,40893,mp-755144,"(3, -1, 3)",1,Na2Li2O2,45249,O,-2.2187257299999907
18797,41067,mp-755144,"(3, -1, 3)",1,Na2Li2O2,45249,OH,-2.109060000000019
18799,42613,mp-755144,"(3, -1, 0)",2,Na2Li2O2,42850,O,-2.349438545000001
18800,82384,mp-755144,"(3, -1, 1)",2,Na2Li2O2,82224,OH,-1.4407636849999983
18801,26468,mp-755144,"(1, 1, 0)",1,Na2Li2O2,27840,O2,3.644151860000015
18802,44453,mp-755144,"(3, -1, 0)",1,Na2Li2O2,42850,H2O,-2.5853598099999946
18804,32659,mp-3744,"(3, -1, 0)",1,Na2Nb2O4,18277,H2O,-3.063393000000014
18805,23411,mp-3744,"(3, -1, 0)",1,Na2Nb2O4,18277,HO2,-4.8480333
18806,41463,mp-3744,"(1, 0, 2)",1,Na2Nb2O4,42470,HO2,-3.762207629999923
18810,2641,mp-3744,"(3, -1, 0)",3,Na2Nb2O4,18277,OH,-1.8194943266666812
18811,44377,mp-1901,"(1, 0, 0)",2,Na2O4,43514,O,1.4945516900000062
18812,43434,mp-1901,"(1, 0, 0)",2,Na2O4,43514,OH,-0.22484948499999802
18816,23307,mp-1220867,"(1, 1, 0)",1,Na2Tl2O2,35836,HO2,-0.5239000899999862
18818,5198,mp-1220867,"(3, 2, 0)",1,Na2Tl2O2,28704,H2O,-0.3242976099999684
18819,46005,mp-1220867,"(3, 2, 0)",1,Na2Tl2O2,44917,OH,2.192408199999969
18820,45059,mp-1220867,"(3, 2, 0)",2,Na2Tl2O2,44917,O,2.3110301099999884
18822,24721,mp-758413,"(1, 0, 0)",1,Na32Cd16O32,79062,H2O,-2.1072180199999995
18824,2057,mp-758413,"(1, 0, 0)",1,Na32Cd16O32,36053,HO2,4.351440539999996
18828,31464,mp-754567,"(1, 1, 0)",1,Na3Cd3O6,38378,OH,0.6548858600000165
18829,28765,mp-754567,"(2, -1, 3)",1,Na3Cd3O6,28590,OH,1.4113939400000195
18830,11214,mp-754567,"(1, 1, 0)",2,Na3Cd3O6,16964,O,1.5101097750000012
18831,14031,mp-754567,"(1, 1, 0)",2,Na3Cd3O6,38378,O,2.36928646000001
18833,16284,mp-754567,"(1, 1, 0)",2,Na3Cd3O6,10978,O,2.416092695000001
18838,8752,mp-755581,"(1, 0, -2)",2,Na3Ce3O6,80400,O,-1.7730266549999978
18839,31733,mp-755581,"(1, 0, -2)",1,Na3Ce3O6,38721,H2O,-0.4230665699999978
18842,29714,mp-755581,"(1, 0, -2)",1,Na3Ce3O6,8617,O,-2.257593990000006
18844,19548,mp-18921,"(1, 0, -2)",1,Na3Co3O6,14768,OH,-0.6940315000000136
18846,26683,mp-755311,"(2, -1, 3)",1,Na3Lu3O6,30373,OH,-2.05141009000001
18847,18052,mp-7914,"(1, 0, -2)",1,Na3Sc3O6,16224,OH,-2.093132240000008
18848,9155,mp-7914,"(1, 0, -2)",2,Na3Sc3O6,16224,O,-0.2313042449999922
18850,12024,mp-7914,"(1, 0, -2)",1,Na3Sc3O6,16224,H2O,-3.101380699999988
18852,24088,mp-36165,"(1, 0, 0)",1,Na40Zn16O36,641,OH,0.46462446000001933
18855,37882,mp-36165,"(1, 0, 0)",1,Na40Zn16O36,2911,O2,4.75214338
18857,5389,mp-36165,"(1, 0, 0)",1,Na40Zn16O36,641,O,2.945744060000008
18858,1458,mp-36165,"(1, 0, 0)",1,Na40Zn16O36,641,O2,4.4019826099999975
18859,18819,mp-9212,"(0, 1, 1)",1,Na4Al4O8,20302,O,-2.359580190000005
18860,38167,mp-9212,"(0, 1, 1)",1,Na4Al4O8,20302,OH,-2.545075189999997
18861,25087,mp-9212,"(0, 1, 0)",2,Na4Al4O8,628,O,1.9688406449999976
18863,10683,mp-9212,"(0, 1, 0)",1,Na4Al4O8,628,OH,-0.6376964499999838
18865,39078,mp-9212,"(0, 1, 1)",1,Na4Al4O8,19413,OH,-1.454035110000026
18869,17621,mp-9212,"(0, 1, 1)",2,Na4Al4O8,19413,O,-2.771279959999989
18871,33612,mp-9212,"(0, 1, 0)",3,Na4Al4O8,35929,OH,-0.7447167700000064
18872,27924,mp-9212,"(0, 1, 1)",2,Na4Al4O8,15379,O,-0.057927425000005
18873,8531,mp-9212,"(0, 1, 0)",2,Na4Al4O8,35929,O,1.9728528499999787
18874,4874,mp-9212,"(0, 1, 1)",1,Na4Al4O8,15379,H2O,-1.4054018499999703
18875,20369,mp-754663,"(1, 1, -1)",1,Na4Be4O6,21926,H2O,-1.0317313200000005
18876,40274,mp-754663,"(1, 2, -2)",1,Na4Be4O6,20721,HO2,4.031068279999997
18877,43377,mp-754663,"(1, 1, -1)",4,Na4Be4O6,41842,O,-2.904412624999994
18879,42133,mp-754663,"(1, 1, -1)",1,Na4Be4O6,41842,HO2,-4.6669252599999735
18880,11395,mp-754663,"(1, 1, -1)",1,Na4Be4O6,9602,HO2,1.4000724499999795
18881,42149,mp-754663,"(1, 1, -1)",1,Na4Be4O6,43770,OH,-1.8761287100000084
18882,14508,mp-754663,"(1, 2, -2)",2,Na4Be4O6,24780,O,-0.6849831649999796
18884,35639,mp-754663,"(1, 1, -1)",1,Na4Be4O6,21926,HO2,-4.274268619999989
18886,28163,mp-754663,"(1, 2, -2)",1,Na4Be4O6,24780,OH,-1.7864259899999604
18887,43631,mp-755789,"(0, 1, 1)",1,Na4Be4O6,41086,HO2,-6.519375549999981
18889,239,mp-755789,"(2, 0, -1)",1,Na4Be4O6,39878,HO2,-9.095842459999973
18892,472,mp-754663,"(0, 1, 0)",1,Na4Be4O6,38570,OH,-1.9585789499999942
18894,41939,mp-754663,"(1, 1, -1)",1,Na4Be4O6,41842,H2O,-3.769865879999992
18895,7997,mp-754663,"(1, 2, -2)",1,Na4Be4O6,24780,H2O,-1.6645395999999495
18897,10230,mp-755789,"(1, 0, 1)",2,Na4Be4O6,10201,O,-0.42245800499998387
18898,8239,mp-754663,"(1, 2, -2)",1,Na4Be4O6,20721,OH,0.3536634800000035
18899,39795,mp-755789,"(1, 0, 1)",2,Na4Be4O6,10201,O,-3.0740734449999843
18900,17751,mp-754663,"(0, 1, 0)",1,Na4Be4O6,38570,H2O,-0.612092789999986
18902,41412,mp-754663,"(1, 1, -1)",2,Na4Be4O6,43770,O,-3.1649497949999863
18905,45252,mp-754663,"(1, 1, -1)",2,Na4Be4O6,43770,O,-0.38303656500000005
18907,24072,mp-754663,"(1, 2, -2)",1,Na4Be4O6,20721,H2O,-0.5413737200000188
18908,42991,mp-754663,"(1, 3, -2)",1,Na4Be4O6,41601,O2,4.020568610000048
18910,45660,mp-754663,"(1, 1, -1)",2,Na4Be4O6,41842,O,-0.38506074999998197
18911,603,mp-754663,"(1, 1, -1)",5,Na4Be4O6,9602,O,-1.375171976000009
18912,44558,mp-755789,"(1, 1, 2)",1,Na4Be4O6,81087,HO2,0.3190072699999835
18913,27522,mp-754663,"(1, 1, -1)",1,Na4Be4O6,9602,H2O,-3.210671340000028
18914,9948,mp-754663,"(1, 1, -1)",2,Na4Be4O6,21926,O,-0.2602360250000141
18916,36799,mp-22984,"(0, 0, 1)",1,Na4Bi4O8,79530,HO2,0.5871505900000191
18917,3624,mp-22984,"(1, 0, -1)",1,Na4Bi4O8,5014,HO2,2.57580555999999
18918,36030,mp-22984,"(0, 0, 1)",1,Na4Bi4O8,79530,H2O,-0.6862186299999795
18919,32334,mp-22984,"(1, 0, -1)",1,Na4Bi4O8,5014,OH,-0.6913121600000148
18920,21765,mp-22984,"(1, 1, 2)",1,Na4Bi4O8,31427,OH,-0.03395789000002991
18922,37437,mp-22984,"(1, 0, -2)",1,Na4Bi4O8,24410,H2O,-1.879890139999981
18927,12458,mp-761024,"(1, 1, 0)",1,Na4Cd4O6,31934,OH,-0.31651676000000406
18928,12725,mp-761024,"(1, 1, -2)",1,Na4Cd4O6,658,HO2,4.50722889999997
18929,27823,mp-761024,"(1, 0, 0)",1,Na4Cd4O6,16314,HO2,3.6444057099999987
18930,27601,mp-761024,"(1, 0, 0)",1,Na4Cd4O6,10441,H2O,-1.2734424399999913
18931,41607,mp-761024,"(0, 1, 3)",1,Na4Cd4O6,41775,O,0.4229347999999764
18934,39321,mp-774332,"(2, 1, -1)",1,Na4Co4O6,12971,O,0.856527280000049
18936,30149,mp-774332,"(1, 0, 1)",1,Na4Co4O6,11612,H2O,-1.7665754800000233
18937,7054,mp-774332,"(0, 1, 1)",2,Na4Co4O6,27848,O,1.9301220399999839
18939,5709,mp-774332,"(0, 1, 1)",1,Na4Co4O6,27848,H2O,-0.4765790900000244
18941,25282,mp-774332,"(1, 0, 1)",2,Na4Co4O6,9158,O,0.7929704750000017
18943,42312,mp-774332,"(1, 1, 1)",2,Na4Co4O6,80524,H2O,-1.3976010449999965
18945,28728,mp-774332,"(0, 1, 0)",1,Na4Co4O6,14072,HO2,1.584782430000016
18946,1794,mp-774332,"(2, 1, -1)",1,Na4Co4O6,12971,H2O,-0.3783353499999808
18947,17333,mp-762052,"(0, 1, 0)",2,Na4Ga22O34,35555,O,1.9933235599999908
18950,25679,mp-3338,"(1, 2, 1)",1,Na4Ga4O8,928,O2,4.901816460000013
