sid,OH length 1,OH length 2,OO length,OOH angle 1,OOH angle 2
19600,[1.937445048348678],[1.0415392801855292],[1.3371230031545147],[30.662799030074265],[108.43911030737326]
42690,[1.8752739984382076],[1.0115455184926692],[1.4567630592917435],[32.351699363344345],[97.23707605609972]
26354,[1.9600745303744047],[0.9800312378224054],[1.526132995405281],[29.43257996809117],[100.64077634572509]
34038,[1.8481552553272265],[0.9873545952673816],[1.3653862794687506],[31.45856447809588],[102.34671842134428]
34559,[1.866816682919947],[0.9824467236622412],[1.410326187685573],[31.09941169706861],[101.0426435357502]
9244,[1.9594689199617263],[1.0192691038842046],[1.4595226014459506],[30.45087219849661],[103.02188956601786]
76070,[1.90980840466111],[0.9787751325920556],[1.4922679040439797],[30.4000697759568],[99.10981706169848]
75105,[1.928270164564496],[0.9797555656537577],[1.479803100630684],[29.883654303987136],[101.30613450778354]
68597,[1.898023748177016],[0.9896165754081347],[1.42254857810969],[30.62630774117704],[102.29395773560874]
34832,[1.9048167542432943],[0.981118359739808],[1.4510905339209683],[30.33202198166229],[101.3438372220219]
13326,[1.8953286050578584],[0.9808959740412518],[1.488327771161942],[30.8157757528339],[98.1712058411518]
73644,[2.7869897030398003],[0.9729013128041676],[2.7543211941485284],[20.212771746106355],[81.78801019781865]
32680,[1.900042174801562],[1.0240934288300392],[1.4457153976078891],[32.148379399898865],[99.1583777895444]
70547,[2.4624798117223667],[1.5907356303889828],[1.3279030599484758],[35.913036405812605],[114.76993466360712]
13805,[1.9204771700231884],[0.9858267779335746],[1.4494592012392014],[30.08466981478843],[102.43631146777643]
36157,[2.9058002003736974],[0.9765085259822528],[3.647686042014824],[11.192269844507893],[35.28121956274033]
42094,[1.9175464173479944],[1.0213842841464285],[1.4547945666515676],[31.635862587165885],[100.02509942417196]
11744,[1.8773461867690675],[0.9826880615173356],[1.4398757343883417],[31.043192469663456],[99.87881166367568]
68558,[2.248332142294644],[2.4735011910551585],[1.3625371228532015],[82.56055634052649],[64.33159617962055]
31116,[1.891221907788715],[0.9795169654415388],[1.4789976292292957],[30.810289502055248],[98.53137015740133]
31770,[3.3915563935712973],[3.083429048592188],[1.229607683473832],[65.13500397527956],[93.65342256337688]
33772,[2.193373843583206],[1.682701681183761],[1.3148998114092845],[49.99117542963485],[93.24438764225728]
23111,[3.145123944592797],[0.9719439879145192],[3.1251988362358496],[17.830717921877856],[82.24510814768296]
43743,[1.9384556801442785],[0.9773930828930768],[1.4989525905877883],[29.67435467705528],[100.9274765479632]
31996,[2.269829058478821],[0.9825530135399334],[3.2101799405588345],[6.04935523569717],[14.090472648375355]
76300,[1.9414798935720876],[0.9778746151585038],[1.4943445879000632],[29.581117628557685],[101.44747370116028]
74163,[1.9440911605843447],[1.036537503030568],[1.5004831153425355],[31.83489072962756],[98.3855321562648]
5739,[2.9582402770471603],[1.9620806197109932],[1.5200256112922288],[36.68536340481025],[115.7452770740337]
33257,[1.931141574387908],[0.9920091606172908],[1.4471864971604906],[30.02103089546176],[103.102161978491]
17295,[1.904309417215045],[0.9808085446944276],[1.4750047299244058],[30.507088051903413],[99.72538924798134]
14909,[1.9069404371849652],[0.9786717795417208],[1.4783658665974178],[30.378537300935164],[99.81060230810978]
13549,[1.9220269836694848],[0.980571426415565],[1.4846498313352223],[30.11262353856721],[100.457642897795]
34788,[3.979447227265668],[0.9719780137245974],[3.7331272974785],[14.012009555560615],[97.5620098825004]
19264,[1.9244097899832109],[0.98034668178602],[1.4762809231357117],[29.98032384401028],[101.21311821941056]
1530,[2.961149575211099],[0.97566148679273],[2.600734176683549],[18.80335413111932],[101.97169881308862]
10970,[1.942942527409448],[0.9779395022250846],[1.5050913704004416],[29.627328764527068],[100.83470145259074]
15851,[3.1282672918067527],[0.972547028893016],[2.650456921244475],[16.91661588714238],[110.61669922922108]
7067,[1.911884001529765],[0.9801715745723192],[1.4554695829215318],[30.13977748924014],[101.65028852920886]
8601,[2.329285804575305],[0.9769762898782968],[2.63890197783806],[21.54075687092644],[61.090224224035445]
6819,[2.323537335492834],[1.752959403719892],[1.353242744442147],[48.61838768168662],[95.98509545312037]
34994,[3.4296790159113715],[3.427174738408704],[1.2315489124632937],[79.53845380867241],[79.76767948347897]
3829,[3.7499352332473617],[0.9735680146996256],[3.346717308893069],[14.36957727477261],[107.07741745633793]
9312,[1.9480141945601783],[0.9923632187772712],[1.4730505953952735],[29.80590686608424],[102.6468412824876]
13818,[1.9327936998364588],[0.9774475755840084],[1.483091549219641],[29.700677401670784],[101.55449665853511]
43851,[3.843601942948412],[3.5686230646441888],[1.2827792081381213],[68.06429583690584],[92.45818855622284]
7786,[1.9330093843660696],[0.9799931346683014],[1.4989989671384605],[29.913228630678866],[100.37566189572608]
40593,[2.4007432403633646],[0.9727915961347554],[2.6472017456467443],[21.51418852860284],[64.83049247917404]
5787,[3.551088542948939],[0.9706743630677253],[3.202516171486258],[15.43848376531056],[103.12625471488812]
13860,[1.938632141449144],[0.9779093009908196],[1.5029499802480109],[29.71903699540808],[100.64769101250268]
31946,[3.671104546834854],[0.9686984723530264],[3.209495080473425],[14.252236772625752],[111.09298079521902]
45707,[1.894926216806011],[1.031103745873884],[1.4272583066856794],[32.44773124052932],[99.59315407071716]
37468,[2.42722563627619],[0.9799980591407892],[2.7802480704583457],[20.269196836671878],[59.09603569721489]
42108,[3.3042536240482723],[0.982053388908389],[2.9582437477367742],[16.9043339782771],[101.94381651009016]
5394,[2.5338576246920645],[1.6473870734337128],[1.4890555021028424],[38.27759601298732],[107.67115648495734]
2275,[1.9246476802330617],[0.9839139975350036],[1.4810812382273384],[30.151015902254905],[100.72906138361408]
3622,[3.685884834906026],[0.9992809564718276],[2.763206634641908],[6.892888824042387],[153.7253377540419]
33803,[4.873685944343877],[0.9771457618459654],[4.588372130883453],[11.341823950608909],[101.22044939704055]
40896,[4.07034490262311],[0.9694933779083076],[3.5979717921282166],[12.701677351919075],[112.61231031119164]
38522,[1.884981372205413],[0.9805393775898156],[1.467497531324733],[30.938726937385542],[98.75716543389424]
69718,[3.2782645491518148],[3.640749988570162],[1.4009222871298637],[135.87208051017103],[128.6975041850391]
30844,[1.8679613122012249],[1.0049461364458143],[1.344109222249265],[31.40225131817621],[104.41957057416562]
18091,[1.8878915129697649],[0.9785460835945732],[1.475669120555588],[30.83566789740669],[98.54224689162848]
972,[1.9308831107409077],[0.977859193658232],[1.516800430429794],[29.999688915735263],[99.14405175708391]
22552,[1.843704526826976],[0.9865640559868412],[1.3717266777572124],[31.61216828758153],[101.60146259251174]
23775,[2.1073783243432818],[0.985564804464888],[2.976947128463315],[10.626679348883489],[23.22304417094143]
8242,[1.9025934122511836],[0.9952139072712584],[1.4633411453801517],[31.04342142235573],[99.64589976857864]
23411,[3.482752709053834],[0.9730198440930384],[3.3445690427053845],[16.22334625536811],[89.97056922324273]
38551,[1.8999048414492905],[0.9796619762147708],[1.4791414379850976],[30.600048901103115],[99.17370464926532]
7423,[1.910860470371188],[1.1142709696918822],[1.478078597705709],[35.57459625948699],[93.9179917183936]
28475,[1.887867440072368],[0.9828048515330408],[1.424182811542587],[30.643194749173343],[101.7451757416317]
10091,[1.8976452480991943],[0.9788252238531212],[1.4773767703633571],[30.612914406424338],[99.1580630712392]
12435,[1.8817397669009552],[0.9981988873678164],[1.3732588380105395],[30.992588250293164],[103.90218497155216]
31828,[1.9427650268457253],[0.989165465013071],[1.4853533352808197],[29.920561203225944],[101.57495141617616]
74496,[1.8813698567753496],[0.986750303973458],[1.4888506883789352],[31.38376902562803],[96.82552653560576]
6371,[1.9170881137018236],[0.976753260214276],[1.483355518844842],[30.07948216978594],[100.35452909261114]
71996,[1.946149709686918],[0.9810929756116809],[1.4958055277472218],[29.598345784710908],[101.547147649105]
44758,[1.9022048120564656],[1.026033369184992],[1.34075007759536],[31.194806302817167],[106.20948267839525]
75508,[1.8783120946887724],[1.0097695490099097],[1.450632441309817],[32.171522379982804],[97.92820717623935]
24651,[1.925093120949879],[0.9925128770458096],[1.497879427596771],[30.5893334889983],[99.2366921181894]
42517,[2.726243340966005],[3.611548330654679],[1.2381379862836774],[127.16043826117678],[36.98387036688445]
24940,[1.930723375978284],[0.9783805556749632],[1.488584484610198],[29.83299066040257],[100.97577900298572]
20180,[1.9063736944394172],[0.9786107576687224],[1.4877690412051832],[30.451053171364755],[99.15152504496388]
12632,[2.4772157733793136],[0.9712490694888188],[2.6480434174714995],[21.51491961328476],[69.292260603862]
45615,[2.141603439753839],[0.9874313104339616],[3.106450159335168],[4.665711255477244],[10.161291708711582]
14320,[1.959478442850601],[0.9783094147152716],[1.5291312003080286],[29.402464527334345],[100.48030737572148]
78551,[1.94466869494168],[0.99438253611578],[1.475096444940479],[29.99333765013579],[102.1417283004246]
9717,[1.9359406143227855],[0.9770992254402114],[1.4894468372730645],[29.655237014646534],[101.38745102147992]
3187,[6.837403828687257],[0.9745364338698006],[7.047522572584896],[48.21751213440063],[82.51688714814173]
9477,[1.9034884902066893],[1.0202030860620137],[1.4779083728476894],[32.09134303826365],[97.58883212295837]
29619,[1.905980334180436],[0.9914688557897748],[1.4821171980888537],[30.928613258810955],[98.86830374966456]
14837,[1.9137922348049832],[0.9796943555424946],[1.4921664135454638],[30.33638720064917],[99.37452418049388]
1520,[1.947703160613976],[1.0136544142150432],[1.4243968288680842],[30.21150049370392],[104.7896829944095]
44614,[2.3109791908642694],[0.9768429701290208],[3.0167550332590096],[14.695247716355464],[36.88002639662623]
31645,[1.930229992083748],[0.980462701401714],[1.4981138410123236],[29.995103985407745],[100.19832850784066]
37492,[3.4014891016802693],[2.3960768079755885],[1.3260791771080165],[32.74794436085601],[129.83175017239142]
7164,[2.8217664132549864],[2.4133915947553533],[1.2622702413760556],[58.41384676953804],[95.12807767376827]
12201,[4.287060584465471],[0.972219403216395],[4.910882957961209],[9.321836468430863],[45.58261080054246]
21704,[1.9021621393679733],[0.9815185899573532],[1.4541516525811526],[30.442587638550958],[100.91025978053588]
9938,[1.9575008330242636],[1.0008206707245504],[1.4935001287804677],[30.058516640168303],[101.57089079720892]
11412,[2.1971178585134137],[1.4864775182012329],[1.4787161439552532],[42.32203535161816],[95.62776774181266]
20116,[1.9083606974973968],[1.0391062252345424],[1.336486792585709],[31.52191595073801],[106.2215489445269]
44621,[1.9397814845802015],[0.9794992626789388],[1.4960294108460763],[29.70095746323121],[101.11995414093332]
43128,[1.9108131512002235],[0.980608086923477],[1.5110722281818745],[30.553559217306407],[97.87956601001656]
23801,[3.19207638025492],[2.9100395360012388],[1.250214728654658],[65.70369320179832],[91.24410820060564]
11677,[1.9020898601001617],[0.982504681913628],[1.454571321134338],[30.48723423589841],[100.82593291561432]
75941,[1.0142334536755784],[1.676063930597855],[2.634638070374204],[15.056949235745089],[9.044387276261094]
72223,[1.980663128770983],[1.0262972777057315],[1.4807985375638408],[30.34082206392321],[102.86929170073256]
14364,[1.9148648997812976],[0.9772764455161116],[1.4945109261433762],[30.23060738823772],[99.4195608896456]
76852,[1.9146763120574737],[0.993007565400947],[1.4748209407645685],[30.721685434890684],[99.92465039153834]
435,[1.8991257868950733],[0.9920262530754658],[1.4803079448210177],[31.11099875449563],[98.44346344246158]
70133,[1.8942212285468376],[0.9792386401340488],[1.4725064443374627],[30.684909000335143],[99.1962543125772]
5514,[3.0988821029460376],[0.9727609816022595],[2.978052108186513],[18.282163451633814],[87.90317385680704]
18043,[4.725497721881406],[0.9787542782803914],[5.20132215270787],[9.897017958122444],[56.08218365683948]
42220,[0.9702121582455624],[10.441048168484349],[9.650850928616778],[142.8954356768575],[3.213555414124342]
24355,[1.877777679569561],[0.9828762255126966],[1.4277961197390758],[30.951615057023275],[100.70607173514638]
11732,[1.9497947832685785],[0.9811813079259872],[1.4988647818394196],[29.53210280670618],[101.6189628273001]
23772,[2.488023150689578],[1.7323518798968016],[1.307166387583499],[41.149130954591904],[109.0809975580014]
11354,[3.1564524657251294],[0.969601045473307],[3.1302738059429447],[17.737903419724766],[82.65968604161326]
73932,[1.8650604732042853],[0.9872850538081964],[1.3685603812286882],[30.979801580069697],[103.49820257300756]
18712,[1.9185121887387175],[0.9810166882337537],[1.482691802211445],[30.20594122155027],[100.29536417937514]
37693,[1.854848629228269],[0.9884549919850588],[1.3545276101201944],[31.198764001048964],[103.5783495653436]
5896,[1.9613147468062968],[0.9847262598873346],[1.491172272673344],[29.306895967574995],[102.8566838648839]
19883,[1.8890523891633908],[0.984193478096682],[1.4261293215053468],[30.683621226639637],[101.63285000404686]
40383,[4.235290992940556],[0.982767838753144],[3.4173362392108864],[8.211607005087108],[142.0094735465202]
70102,[1.9723007070710084],[1.0413965791977629],[1.4909065768726508],[31.240581908882948],[100.8149334919018]
1378,[1.993701180366803],[1.0407381442925747],[1.4441435233707525],[30.19139091518041],[105.55643395063096]
324,[3.068126584889645],[2.214200392049688],[1.275307888192862],[38.34991706409108],[120.7115400688697]
40432,[3.784834816312021],[0.9697525995921308],[3.4238926222340647],[14.363397233105042],[104.48953707347604]
74075,[1.9282330026402632],[0.9744472249317644],[1.5019081469646502],[29.837486770031305],[100.0900196288706]
2546,[0.9746273493948494],[4.368075090383922],[3.621749684777805],[135.24315402368478],[9.038743966365177]
25733,[1.9251976505575443],[1.0063831293410943],[1.3777366664248123],[30.051391008481723],[106.66877077836398]
17506,[1.889178248104624],[0.997756047016372],[2.840257459524892],[7.465395640971102],[14.24141132126502]
22659,[1.8746470152863843],[0.980981716513129],[1.4254744055158348],[30.94159574663681],[100.71542629232994]
45916,[2.138778151196973],[0.98873689802989],[1.82828742838042],[27.461146799901325],[94.03081256567668]
25458,[5.216435789355514],[0.973855671666294],[5.497020349490898],[9.990768866531646],[68.32481412148474]
7397,[1.9489695324927532],[1.005416448111266],[1.447647739628339],[30.071833127776014],[103.75076382778391]
7192,[3.103471325475151],[0.9687093031320936],[2.886248651263025],[18.148447323796287],[93.7189838794724]
40850,[2.8295362326087656],[0.9854447025502162],[2.6409152954490485],[20.38013329518233],[90.66864198125704]
35819,[0.9858385127295582],[2.0749064636378445],[2.857724001812275],[30.930619097714384],[14.13537479488394]
36325,[1.946537881102612],[0.979479076766808],[1.506183421021134],[29.604479076944045],[100.96143578923756]
2171,[1.926016570744308],[0.9936421559236596],[1.479212156764867],[30.48527766710366],[100.46916089625992]
3126,[0.9772737288782942],[1.9287922371739727],[1.5079027609040836],[99.59788459638146],[29.972491743813304]
4159,[1.938688395958624],[1.0013832541786143],[1.4915628649367485],[30.55071354502132],[100.23873929614028]
